conversation_id,text,manipulation_type,is_manipulation,context_type,conversation_length,word_count_total,question_count,denial_count
conv_06905,"A: Your sibling would never treat me this way.
B: Huh?
A: They always make time for family. I guess I raised you wrong.",guilt_tripping,True,romantic,3,21,1,1
conv_06906,"A: Remember who pays the bills around here.
B: I contribute too.
A: Barely. Without me, you'd have nothing.
B: So, okay, okay",direct_coercion,True,coworker,4,19,0,3
conv_06907,"A: I've been feeling stressed about the presentation.
B: Um, that's understandable. Want to practice together?
A: That would really help, thanks.
B: Uh, you're right
B: I don't know what to say...
A: Of course you don't.
B: This is hard for me.",neutral,False,family,7,37,1,3
conv_06908,"A: I don't tell just anyone this, but I really value your opinion.
B: Uh, oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: I'm not sure I do.
A: You're one of a kind
B: I don't know what to say...
A: Of course you don't.",charm_flattery,True,friend,7,44,1,6
conv_06910,"A: Hey, how was your day?
B: Um, pretty good! Work was busy. How about you?
A: Same here. Want to grab dinner later?
B: Like, sure, that sounds great.
B: Like, can we talk about this?
A: There's nothing to discuss.
B: This is hard for me.
A: It's not about you.",neutral,False,romantic,8,45,4,5
conv_06911,"A: It's them or me. Decide now.
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: Like, if you say so
A: Time's up. What's it going to be?
B: I need time to think.
A: You've had enough time.
B: I don't know what to say...",direct_coercion,True,coworker,8,43,1,6
conv_06913,"A: Did you see the game last night?
B: That's not fair
A: I couldn't believe that last play.
B: Same. We should watch the next one together.",neutral,False,coworker,4,24,1,2
conv_06914,"A: Cancel your plans tonight. I need to see you.
B: Uh, i promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.",love_bombing,True,family,3,33,0,0
conv_06915,"A: I'm already planning our future together. Isn't that exciting?
B: You know, we've only been together a month.
A: I've bought you something special. You'll respect it. I know everything about you.
B: This is all moving so fast.",love_bombing,True,coworker,4,36,1,2
conv_06917,"A: Thanks for helping me move last weekend.
B: Happy to help! The new place looks great.
A: I owe you one. Let me buy you dinner.
B: If you say so
B: You know, i need time to think.",neutral,False,friend,5,35,0,1
conv_06918,"A: I never said I'd pick you up. You're imagining things again.
B: I mean, but you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I could have sworn...
A: This is exactly why people don't trust you. You make things up.
B: I don't know what to say...
A: Of course you don't.
B: Can we talk about this?",gaslighting,True,coworker,8,63,1,7
conv_06919,"A: My chest hurts when you talk to me like that.
B: I was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: I didn't mean to",guilt_tripping,True,coworker,4,32,0,1
conv_06920,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Maybe I was wrong
A: See? This is why you're my favorite person.
B: You know, this is hard for me.
A: It's not about you.
B: This is hard for me.",charm_flattery,True,romantic,8,58,2,3
conv_06921,"A: I've never felt this way about anyone. You're my soulmate.
B: So, but...
A: I've never met anyone like you
B: Like, that's really sweet but maybe we should slow down?
A: Don't you feel the same? I thought we had something special.
B: Can we talk about this?
A: There's nothing to discuss.",love_bombing,True,romantic,7,48,3,6
conv_06922,"A: I love how independent you are. Unlike most people.
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.
B: So, what thing?",charm_flattery,True,romantic,4,29,2,2
conv_06923,"A: After everything I've done for you, you can't do this one thing?
B: Actually, i'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.
B: I'm sorry, I'll change
B: This is hard for me.",guilt_tripping,True,romantic,5,44,1,1
conv_06924,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Uh, huh?
A: Must be nice to always be right",passive_aggressive,True,family,3,19,1,0
conv_06925,"A: Can you send me the report when you get a chance?
B: So, sure, I'll have it to you by 3pm.
A: Thanks, no rush if you need more time.",neutral,False,romantic,3,28,1,1
conv_06926,"A: Sure, I'll do it YOUR way. Again.
B: What's that supposed to mean?
A: Do what you want
B: You know, you're right",passive_aggressive,True,friend,4,20,1,1
conv_06927,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Like, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: I mean, can you just say what you mean?",passive_aggressive,True,friend,4,31,1,1
conv_06928,"A: It's them or me. Decide now.
B: Like, that's not fair.
A: Life isn't fair. You have until tonight.
B: I'm sorry, I'll change
A: Time's up. What's it going to be?
B: I need time to think.
A: You've had enough time.",direct_coercion,True,romantic,7,37,1,4
conv_06929,"A: Wow, you finally remembered to take out the trash. Amazing.
B: I've been busy.
A: No, really, it's impressive. Gold star for you.
B: You know, okay, okay
A: I just did. You did great.
B: Can we talk about this?
A: There's nothing to discuss.",passive_aggressive,True,family,7,40,1,5
conv_06930,"A: Sure, I'll do it YOUR way. Again.
B: What's that supposed to mean?
A: I'm sure you know best
B: You seem upset.
A: Whatever
B: Can we talk about this?
A: There's nothing to discuss.
B: This is hard for me.",passive_aggressive,True,coworker,8,35,2,4
conv_06931,"A: You're being way too sensitive about this.
B: So, i just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: Like, why would you say that?",gaslighting,True,family,4,34,1,3
conv_06932,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.
B: That's not what I said...
A: It's fine. I'm used to being disappointed by people I care about.
B: This is hard for me.",guilt_tripping,True,friend,6,50,1,4
conv_06933,"A: You should know what you did
B: What's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: Well, maybe I was wrong
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: I don't know what to say...
A: Of course you don't.
B: I don't know what to say...",passive_aggressive,True,coworker,8,51,2,9
conv_06934,"B: Wait, what?
A: I'm fine.
B: You know, i don't understand
A: Why would you think that? Everything's great.
B: But...
A: If you don't know, I'm not going to explain it.
B: Can we talk about this?",passive_aggressive,True,romantic,7,32,3,6
conv_06935,"A: You have one hour to decide. After that, I'm done.
B: So, i can't make a decision this fast.
A: Not my problem. Clock's ticking.
B: Uh, can we please talk about this?",direct_coercion,True,family,4,30,1,3
conv_06936,"A: Do what I say or I'll make sure no one talks to you again.
B: You can't control who talks to me.
A: You'd be surprised what I can do. Everyone listens to me.
B: Like, this is insane.
A: You'll regret this",direct_coercion,True,friend,5,39,0,2
conv_06938,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I... I don't know.
A: I'm worried about you. This keeps happening.
B: This is hard for me.",gaslighting,True,romantic,6,41,1,4
conv_06939,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: I guess so
A: Right, of course",passive_aggressive,True,romantic,5,28,1,2
conv_06940,"A: Did you see the game last night?
B: Um, yeah! What a finish.
A: I couldn't believe that last play.
B: Same. We should watch the next one together.",neutral,False,friend,4,26,1,0
conv_06941,"A: Wow, you finally remembered to take out the trash. Amazing.
B: I mean, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: Fine, I'll do it
A: How could I forget you're perfect
B: I need time to think.",passive_aggressive,True,coworker,6,38,0,1
conv_06942,"A: You're such a good friend. The best, honestly.
B: Uh, thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Okay, okay
A: No, no, it's nothing big. You're just so generous with your time.
B: I mean, what do you need?",charm_flattery,True,friend,6,42,1,5
conv_06943,"A: I don't tell just anyone this, but I really value your opinion.
B: Oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: I'm not sure I do.
A: Trust me, you're more capable than you realize. That's why I'm coming to you.
B: I don't know what to say...
A: Of course you don't.",charm_flattery,True,family,7,52,1,6
conv_06944,"A: It's them or me. Decide now.
B: Wait, what?
A: Life isn't fair. You have until tonight.
B: You know, i don't understand",direct_coercion,True,coworker,4,20,1,3
conv_06945,"A: If you leave, I'll tell everyone what you did.
B: You know, but...
A: Should have thought about that before. Your choice.",direct_coercion,True,coworker,3,20,0,1
conv_06946,"A: I never said I'd pick you up. You're imagining things again.
B: So, but you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I could have sworn...
A: This is exactly why people don't trust you. You make things up.
B: I need time to think.",gaslighting,True,coworker,6,52,0,4
conv_06947,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: I literally asked you twice.
A: If you say so. I'm sure you're right.
B: I didn't mean to
B: I don't know what to say...
A: Of course you don't.",passive_aggressive,True,friend,8,49,1,6
conv_06948,"A: At least I know where I stand now
B: I was just asking for space.
A: If something happens to me, I hope you can live with yourself.",guilt_tripping,True,coworker,3,26,0,2
conv_06951,"A: Hey, how was your day?
B: Pretty good! Work was busy. How about you?
A: Same here. Want to grab dinner later?
B: So, sure, that sounds great.
B: I need time to think.
A: You've had enough time.
B: I need time to think.",neutral,False,friend,7,39,3,1
conv_06952,"A: Remember who pays the bills around here.
B: I don't understand
A: Barely. Without me, you'd have nothing.
B: So, that's not true.",direct_coercion,True,coworker,4,20,0,6
conv_06953,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: Well, you're right",passive_aggressive,True,romantic,4,25,1,2
conv_06954,"A: Go ahead. Have fun. I'll just stay here alone.
B: But...
A: A good child would help",guilt_tripping,True,romantic,3,15,0,0
conv_06955,"A: Remember who pays the bills around here.
B: What do you mean?
A: Barely. Without me, you'd have nothing.
B: Are you sure?
A: Decide now
B: So, i need time to think.
A: You've had enough time.",direct_coercion,True,friend,7,32,2,5
